Address (Store1),Address (Store1) - 분할 2,Catrgory Code (Store1),Local Code (Store1),Store Code (Store1),Store Name (Store1)
서울 도봉구 도봉로112길 26,도봉구,이탈리안,(지번) 창동 651-5,STORE_DB00042,리얼파스타
서울 도봉구 삼양로144길 18,도봉구,떡볶이,(지번) 쌍문동 422-80,STORE_DB00043,도레미즉석떡볶이
서울 도봉구 도봉로110길 51,도봉구,냉면,(지번) 창동 651-51,STORE_DB00044,뚱보냉면
서울 도봉구 노해로65길 7-18 2층,도봉구,"곱창,막창",(지번) 창동 333,STORE_DB00045,제일곱창
서울 도봉구 도봉로110길 39-16 1층,도봉구,이탈리안,(지번) 창동 651-64,STORE_DB00046,트라토리아진
서울 도봉구 도봉로 562,도봉구,설렁탕,(지번) 창동 715-32,STORE_DB00047,설담재 창동본점
서울 도봉구 방학로 286,도봉구,국수,(지번) 방학동 590-2,STORE_DB00048,최고집칼국수 방학점
서울 도봉구 도봉로114길 39 1층,도봉구,중화요리,(지번) 창동 657-111,STORE_DB00049,미미
서울 도봉구 도봉로110아길 12 1층,도봉구,피자,(지번) 창동 621-31,STORE_DB00050,지니피자
서울 도봉구 노해로63다길 17,도봉구,갈비,(지번) 창동 134-2,STORE_DB00051,창동숯불돼지갈비
서울 도봉구 삼양로 544 2층,도봉구,중화요리,(지번) 쌍문동 423-17,STORE_DB00052,황금성 도봉점
서울 도봉구 덕릉로60길 13,도봉구,한식,(지번) 창동 446-4,STORE_DB00053,산도토리임자탕
서울 도봉구 노해로63길 84,도봉구,중화요리,(지번) 창동 74-25,STORE_DB00054,창동짬뽕
서울 도봉구 도봉로143길 30,도봉구,디저트카페,(지번) 방학동 675-33,STORE_DB00055,몽상가 크레이프전문점
서울 도봉구 도당로11길 5,도봉구,"육류,고기",(지번) 방학동 664,STORE_DB00056,사랑채
서울 도봉구 노해로 180,도봉구,갈비,(지번) 쌍문동 315-354,STORE_DB00057,쌍문각갈비탕
"서울 도봉구 도봉로 610 3,4층",도봉구,한정식,(지번) 창동 750,STORE_DB00058,경복궁 창동점
서울 도봉구 도봉로169나길 40,도봉구,이탈리안,(지번) 도봉동 597-20,STORE_DB00059,이퓨레
서울 도봉구 해등로16길 46,도봉구,"곱창,막창",(지번) 창동 286-10,STORE_DB00060,창동두리네곱창전문점
서울 도봉구 도봉로 500 1층,도봉구,"육류,고기",(지번) 창동 661-80,STORE_DB00061,오성정육식당
서울 도봉구 방학로 290-7,도봉구,장어,(지번) 방학동 592-1,STORE_DB00062,홍가네풍천장어
서울 도봉구 노해로 341,도봉구,"호프,요리주점",(지번) 창동 338,STORE_DB00063,즐거운술상
서울 도봉구 도당로 36,도봉구,갈비,(지번) 방학동 263-75,STORE_DB00064,삼성숯불갈비
서울 도봉구 노해로63가길 101 신도브래뉴1차아파트 상가동 201~203호,도봉구,중화요리,(지번) 창동 820,STORE_DB00065,더차우
서울 도봉구 해등로 139,도봉구,쌈밥,(지번) 창동 715-4,STORE_DB00066,제철쌈밥
서울 도봉구 방학로 169 2층,도봉구,이탈리안,(지번) 방학동 670-2,STORE_DB00067,비스트로슬로우
서울 도봉구 마들로11가길 13,도봉구,조개,(지번) 창동 4,STORE_DB00068,찌마기 창동점
서울 도봉구 도봉로 473 2층,도봉구,"호프,요리주점",(지번) 쌍문동 88-116,STORE_DB00069,쌍문역3번출구
서울 도봉구 노해로63길 78 2층 201호,도봉구,중화요리,(지번) 창동 74-8,STORE_DB00070,라화쿵부 창동역점
"서울 도봉구 도봉로133길 41 106,107호",도봉구,술집,(지번) 쌍문동 44-1,STORE_DB00071,문어주
서울 도봉구 해등로 125 1층,도봉구,갈비,(지번) 창동 715-27,STORE_DB00072,만이갈비 창동점
서울 도봉구 노해로62길 80 1층,도봉구,카페,(지번) 창동 667-5,STORE_DB00073,카페그리너리티
서울 도봉구 창동 23-4,도봉구,분식,,STORE_DB00074,참만두
서울 도봉구 도봉로112길 20 1층,도봉구,참치회,(지번) 창동 651-77,STORE_DB00075,이코이
서울 도봉구 도봉로 465,도봉구,샤브샤브,(지번) 쌍문동 96-27,STORE_DB00076,채랑
서울 도봉구 도봉로 425 1층,도봉구,"해물,생선",(지번) 쌍문동 103-66,STORE_DB00077,쭈꾸미킹 쌍문점
서울 도봉구 도봉산길 65-5,도봉구,두부전문점,(지번) 도봉동 411-1,STORE_DB00078,도봉산두부
서울 도봉구 마들로 664-5 도봉그랜드타워 2층,도봉구,일식집,(지번) 도봉2동 636-15,STORE_DB00079,히비끼
서울 도봉구 도봉로 541,도봉구,패스트푸드,(지번) 쌍문동 700,STORE_DB00080,맥도날드 쌍문DT점
서울 도봉구 도봉로114길 22-5,도봉구,도넛,(지번) 창동 657-143,STORE_DB00081,화승꽈배기
서울 도봉구 도봉로 480,도봉구,커피전문점,(지번) 창동 659-5,STORE_DB00082,스타벅스 쌍문역점
서울 도봉구 노해로60길 99,도봉구,갈비,(지번) 쌍문동 96-9,STORE_DB00083,통나무집
서울 도봉구 도봉로 499,도봉구,"육류,고기",(지번) 쌍문동 88-115,STORE_DB00084,무한리필고기굼터 쌍문점
서울 도봉구 도봉로 586,도봉구,일식,(지번) 창동 731-72,STORE_DB00085,야끼니꾸골목
서울 도봉구 도봉로114길 29 1층,도봉구,양식,(지번) 창동 657-125,STORE_DB00086,노말키친
서울 도봉구 도당로6길 30-6,도봉구,커피전문점,(지번) 방학동 264-46,STORE_DB00087,카페방학
서울 도봉구 방학로3길 6 SYO빌딩 지하 1층,도봉구,뷔페,(지번) 방학동 676-21,STORE_DB00088,푸디스힐 (휴업중)
서울 도봉구 도봉로 683,도봉구,국수,(지번) 방학동 703-14,STORE_DB00089,뚝배기칼국수
서울 도봉구 도봉로110길 97 1층,도봉구,디저트카페,(지번) 창동 676-77,STORE_DB00090,카페7179
서울 도봉구 방학로11길 101,도봉구,"해물,생선",(지번) 쌍문동 206-10,STORE_DB00091,복진해물잔치마당
서울 도봉구 도봉로110나길 31,도봉구,한식,(지번) 창동 659-32,STORE_DB00092,화로상회쌍문역점
서울 도봉구 도봉로110다길 38,도봉구,양식,(지번) 창동 828,STORE_DB00093,블루밍
서울 도봉구 도봉로157길 7,도봉구,중화요리,(지번) 도봉동 616-14,STORE_DB00094,수정각
"서울 도봉구 방학로17길 85 1,2층",도봉구,카페,(지번) 방학동 584,STORE_DB00095,키웨스트 연산군묘점
서울 도봉구 도당로 6,도봉구,패스트푸드,(지번) 쌍문동 20-4,STORE_DB00096,버거킹 쌍문점
서울 도봉구 도봉로 805,도봉구,설렁탕,(지번) 도봉동 600-27,STORE_DB00097,장수옥 설렁탕도가니탕
서울 도봉구 도봉로110나길 11,도봉구,조개,(지번) 창동 655-6,STORE_DB00098,맥반석조개구이
서울 도봉구 시루봉로 68 2층,도봉구,"해물,생선",(지번) 쌍문동 259,STORE_DB00099,황금코다리 쌍문점
서울 도봉구 도봉로110나길 37,도봉구,한식,(지번) 창동 659-9,STORE_DB00100,창동빈대떡
서울 도봉구 노해로 163,도봉구,오리,(지번) 쌍문1동 343-2,STORE_DB00101,오리마을 숯불회전구이 도봉점
서울 도봉구 도당로 76,도봉구,중화요리,(지번) 방학동 695-8,STORE_DB00102,아짜장
서울 도봉구 노해로65길 4,도봉구,커피전문점,(지번) 창동 75-3,STORE_DB00103,스타벅스 창동이마트점
서울 도봉구 도봉로 599 지하1층,도봉구,햄버거,(지번) 쌍문동 580,STORE_DB00104,599버거
서울 도봉구 도봉로152길 29-3 1층,도봉구,디저트카페,(지번) 도봉동 622-64,STORE_DB00105,카페152길
서울 도봉구 도봉로110길 99,도봉구,카페,(지번) 창동 676-76,STORE_DB00106,아이보리
서울 도봉구 마들로 682,도봉구,중화요리,(지번) 도봉동 635-2,STORE_DB00107,황제해물짬뽕
서울 도봉구 도봉로 489 2층,도봉구,카페,(지번) 쌍문동 88-21,STORE_DB00108,오픈더도어
"서울 도봉구 도봉로 503 1층 101,102호",도봉구,냉면,(지번) 쌍문동 88-4,STORE_DB00109,혜화면옥
서울 도봉구 도봉로150다길 16,도봉구,갈비,(지번) 방학동 716,STORE_DB00110,맛보고갈비둥지 도봉직영점
서울 도봉구 도봉로156길 22,도봉구,회,(지번) 도봉동 623-77,STORE_DB00111,술사와 신도봉점
서울 도봉구 노해로63길 79 우림빌딩 2층 205호,도봉구,중화요리,(지번) 창동 134-36,STORE_DB00112,마차이나
서울 도봉구 도봉로169나길 47,도봉구,중화요리,(지번) 도봉동 596-2,STORE_DB00113,홍방원
"서울 도봉구 도봉로191길 88-17 2,3층",도봉구,이탈리안,(지번) 도봉동 384-9,STORE_DB00114,더밸리
서울 도봉구 도봉로117길 8,도봉구,"육류,고기",(지번) 쌍문동 88-70,STORE_DB00115,덩어리 쌍문본점
서울 도봉구 도봉로110나길 34,도봉구,"족발,보쌈",(지번) 창동 657-126,STORE_DB00116,창신동매운족발
서울 도봉구 노해로 235,도봉구,커피전문점,(지번) 쌍문동 85-31,STORE_DB00117,티끌
서울 도봉구 도봉로150다길 28 지음재힐스 상가동 2층 203호,도봉구,카페,(지번) 방학동 717-2,STORE_DB00118,알레싸
서울 도봉구 도봉로 444,도봉구,카페,(지번) 창동 650-45,STORE_DB00119,스타벅스 쌍문도봉로
서울 도봉구 노해로45길 17 1층,도봉구,카페,(지번) 쌍문동 309-21,STORE_DB00120,카페푸쿠푸쿠
서울 도봉구 방학로 298,도봉구,장어,(지번) 방학동 593-2,STORE_DB00121,우이정풍천장어
서울 도봉구 도봉로149길 5-3 B01,도봉구,와인바,(지번) 방학동 703-54,STORE_DB00122,노말살롱
서울 도봉구 노해로 389 1층,도봉구,패스트푸드,(지번) 창동 16,STORE_DB00123,버거킹 창동역점
서울 도봉구 해등로16길 104-9 하이빌 102호,도봉구,닭요리,(지번) 창동 254-21,STORE_DB00124,창동닭한마리
"서울 도봉구 노해로69길 26 시티월드 2층 207, 208호",도봉구,"초밥,롤",(지번) 창동 14,STORE_DB00125,스시영
서울 도봉구 도봉로180길 20 1층,도봉구,냉면,(지번) 도봉동 62-3,STORE_DB00126,이가네도봉면옥
서울 도봉구 노해로 381 1층,도봉구,커피전문점,(지번) 창동 9-2,STORE_DB00127,투썸플레이스 창동역점
서울 도봉구 삼양로 532,도봉구,중화요리,(지번) 쌍문동 423-99,STORE_DB00128,쎄쎄
서울 도봉구 마들로 764,도봉구,닭요리,(지번) 도봉동 629-30,STORE_DB00129,불타는닭발
서울 도봉구 도봉로 683,도봉구,닭요리,(지번) 방학동 703-14,STORE_DB00130,공릉동닭한마리 방학점
서울 도봉구 우이천로 354 1층,도봉구,햄버거,(지번) 쌍문동 350-3,STORE_DB00131,더블도어
서울 도봉구 도봉로181길 86,도봉구,감자탕,(지번) 도봉1동 572,STORE_DB00132,영수네감자국
서울 도봉구 도봉로 486,도봉구,"돈까스,우동",(지번) 창동 659-11,STORE_DB00133,돈까스대왕전
서울 도봉구 도봉로 588 1층,도봉구,삼겹살,(지번) 창동 731-55,STORE_DB00134,창골생삼겹살 본점
서울 도봉구 도봉로112길 29 1층,도봉구,일식,(지번) 창동 657-83,STORE_DB00135,겨리
서울 도봉구 도봉로 696 2층,도봉구,커피전문점,(지번) 방학동 706-9,STORE_DB00136,투썸플레이스 방학역점
서울 도봉구 삼양로 544,도봉구,패스트푸드,(지번) 쌍문동 423-17,STORE_DB00137,KFC 우이동점
서울 도봉구 도봉산3길 56,도봉구,순대,(지번) 도봉동 574-28,STORE_DB00138,소문난순대국
서울 도봉구 도봉로168길 13,도봉구,"해물,생선",(지번) 도봉동 92-48,STORE_DB00139,어랑생선구이
서울 도봉구 도봉로113길 16 1층,도봉구,양꼬치,(지번) 쌍문동 94-50,STORE_DB00140,쌍문양꼬치양갈비
서울 도봉구 해등로16길 54,도봉구,커피전문점,(지번) 창동 286-6,STORE_DB00141,엉클두
서울 도봉구 도봉로 911,도봉구,장어,(지번) 도봉동 560-14,STORE_DB00142,참숯구이장어가
서울 도봉구 도봉로 464,도봉구,장어,(지번) 창동 655-15,STORE_DB00143,풍천장어직판장
서울 도봉구 도봉로112길 38 1층,도봉구,카페,(지번) 창동 651-31,STORE_DB00144,카페고르
서울 도봉구 도봉로 578,도봉구,커피전문점,(지번) 창동 715-1,STORE_DB00145,투썸플레이스 도봉보건소점
서울 도봉구 도봉로129길 20,도봉구,"곱창,막창",(지번) 쌍문동 668-18,STORE_DB00146,보배곱창
서울 도봉구 도봉로147길 17 1층,도봉구,일식,(지번) 방학동 682-7,STORE_DB00147,햇살힐링식당 본점
서울 도봉구 도당로 66-1 1층,도봉구,카페,(지번) 방학동 695,STORE_DB00148,온도감
서울 도봉구 도봉로 460 2층,도봉구,디저트카페,(지번) 창동 655-11,STORE_DB00149,설빙 쌍문점
서울 도봉구 노해로 341 신원리베르텔 2층 202~204호,도봉구,중화요리,(지번) 창동 338,STORE_DB00150,한스친친 창동점
서울 도봉구 도봉로 482,도봉구,커피전문점,(지번) 창동 659-4,STORE_DB00151,투썸플레이스 쌍문중앙점
서울 도봉구 해등로16길 61,도봉구,"초밥,롤",(지번) 창동 288-40,STORE_DB00152,스시안
서울 도봉구 도봉로169나길 45,도봉구,삼겹살,(지번) 도봉동 596-27,STORE_DB00153,싹쓰리 김치솥뚜껑삼겹살
서울 도봉구 도봉로133길 41,도봉구,순대,(지번) 쌍문동 44-1,STORE_DB00154,골목순대국
서울 도봉구 도봉로181길 57 1층,도봉구,오리,(지번) 도봉동 575-2,STORE_DB00155,산내음
서울 도봉구 도봉로121길 35,도봉구,분식,(지번) 쌍문동 81-270,STORE_DB00156,파란하늘
서울 도봉구 도봉로 517,도봉구,양식,(지번) 쌍문동 80-49,STORE_DB00157,제이크더레스토랑
서울 도봉구 도당로 120 1층,도봉구,"족발,보쌈",(지번) 방학동 701-24,STORE_DB00158,더맛있는족발보쌈 방학점
서울 도봉구 시루봉로 149,도봉구,국수,(지번) 방학동 307-2,STORE_DB00159,태기골 봉평메밀막국수 방학점
서울 도봉구 방학로 31-16,도봉구,국수,(지번) 방학동 724-37,STORE_DB00160,봉평메밀촌 본점
서울 도봉구 도봉산길 12-15,도봉구,장어,(지번) 도봉동 293-2,STORE_DB00161,인디언소울 자연산민물장어
서울 도봉구 도봉로 723 1층,도봉구,"육류,고기",(지번) 방학동 653-17,STORE_DB00162,고기굽는베베
서울 도봉구 방학로 204,도봉구,해장국,(지번) 방학동 278-5,STORE_DB00163,일심해장국
서울 도봉구 노해로60길 66,도봉구,냉면,(지번) 쌍문동 94-26,STORE_DB00164,이용선칡냉면
서울 도봉구 도봉로 506 1층,도봉구,"초밥,롤",(지번) 창동 661-3,STORE_DB00165,스시화
서울 도봉구 도봉로110나길 13,도봉구,"호프,요리주점",(지번) 창동 655-5,STORE_DB00166,전초전 쌍문역점
서울 도봉구 방학로 247,도봉구,추어,(지번) 방학동 455-8,STORE_DB00167,원주추어탕
서울 도봉구 도봉산4가길 4,도봉구,커피전문점,(지번) 도봉동 282-316,STORE_DB00168,도봉산커피
서울 도봉구 도봉로109길 16,도봉구,"족발,보쌈",(지번) 쌍문동 100-30,STORE_DB00169,흥부네한방족발
서울 도봉구 도봉로 454 1층,도봉구,"육류,고기",(지번) 창동 650-47,STORE_DB00170,무한리필 고기싸롱 쌍문점
서울 도봉구 도봉로 569 1층,도봉구,감자탕,(지번) 쌍문동 657,STORE_DB00171,조마루 쌍문점
서울 도봉구 도봉로115길 9,도봉구,일식집,(지번) 쌍문동 88-110,STORE_DB00172,스시제이
서울 도봉구 노해로63다길 14,도봉구,"돈까스,우동",(지번) 창동 135-12,STORE_DB00173,사누끼
서울 도봉구 도봉로168길 19,도봉구,"육류,고기",(지번) 도봉동 92-46,STORE_DB00174,소달구지3번가
서울 도봉구 도당로 90-1,도봉구,냉면,(지번) 방학동 696-17,STORE_DB00175,시골불냉면 방학본점
서울 도봉구 덕릉로60길 49-1,도봉구,"족발,보쌈",(지번) 창동 453-1,STORE_DB00176,신창족발
서울 도봉구 도당로13가길 35,도봉구,갈비,(지번) 방학동 637-38,STORE_DB00177,도봉산숯불갈비
서울 도봉구 방학로 171-5,도봉구,카페,(지번) 방학동 670-1,STORE_DB00178,카페더로비
서울 도봉구 마들로11길 61,도봉구,샌드위치,(지번) 창동 13-1,STORE_DB00179,써브웨이 창동역점
서울 도봉구 도봉로136가길 73 북한산한신휴플러스아파트 104동 1층 104호,도봉구,"육류,고기",(지번) 창동 826,STORE_DB00180,소통애 창동점
서울 도봉구 삼양로 632,도봉구,한식,(지번) 쌍문동 513-12,STORE_DB00181,물맑
서울 도봉구 창동 819 태영아파트 상가 111호,도봉구,카페,,STORE_DB00182,뮤즈서울
서울 도봉구 도봉로 451 1층,도봉구,갈비,(지번) 쌍문동 103-1,STORE_DB00183,최진사댁무한숯불갈비 쌍문점
서울 도봉구 마들로 650 1층,도봉구,"돈까스,우동",(지번) 방학동 720-33,STORE_DB00184,마쯔무라돈까스전문점 방학점
서울 도봉구 방학로 241,도봉구,"해물,생선",(지번) 방학동 455-2,STORE_DB00185,이종구낙지세상
서울 도봉구 덕릉로54길 23 2층,도봉구,샤브샤브,(지번) 창동 557-79,STORE_DB00186,등촌샤브칼국수 창동점
서울 도봉구 노해로 379,도봉구,"육류,고기",(지번) 창동 9-1,STORE_DB00187,화로몽 창동역점
서울 도봉구 해등로 139,도봉구,피자,(지번) 창동 715-4,STORE_DB00188,도미노피자 쌍문점
"서울 도봉구 마들로11가길 6-25 창동월가타워 1층 102, 103호",도봉구,"해물,생선",(지번) 창동 7,STORE_DB00189,백번가코다리
서울 도봉구 마들로 724 도봉한양수자인 1층,도봉구,"초밥,롤",(지번) 도봉동 657,STORE_DB00190,정초밥
서울 도봉구 도봉로 667 1층,도봉구,갈비,(지번) 방학동 680-8,STORE_DB00191,명륜진사갈비 서울방학점
서울 도봉구 도봉로 458 1층,도봉구,회,(지번) 창동 655-23,STORE_DB00192,탐나종합어시장 쌍문역점
서울 도봉구 도봉로150다길 64 여산빌딩,도봉구,삼겹살,(지번) 방학동 718-3,STORE_DB00193,하남돼지집 방학역점
서울 도봉구 노해로60길 67,도봉구,"초밥,롤",(지번) 쌍문동 88-28,STORE_DB00194,쌍문역초밥
서울 도봉구 우이천로 140-1,도봉구,해장국,(지번) 창동 519-18,STORE_DB00195,토담
서울 도봉구 노해로69길 21-15,도봉구,닭요리,(지번) 창동 12,STORE_DB00196,춘천골닭갈비
서울 도봉구 도봉로114길 22-8,도봉구,"곱창,막창",(지번) 창동 812,STORE_DB00197,한우양곱창구이 분점
서울 도봉구 노해로65길 11 2층,도봉구,"돈까스,우동",(지번) 창동 333-2,STORE_DB00198,오바상돈까스
서울 도봉구 노해로60길 84,도봉구,디저트카페,(지번) 쌍문동 98-24,STORE_DB00199,마이머랭
서울 도봉구 도봉로110나길 27 2층,도봉구,양꼬치,(지번) 창동 655-1,STORE_DB00200,행복한양
서울 도봉구 도봉산길 10 2층,도봉구,갈비,(지번) 도봉동 275-1,STORE_DB00201,명륜진사갈비 서울도봉산점
서울 도봉구 도봉로 575 삼환프라자 405호,도봉구,키즈카페,(지번) 쌍문동 653,STORE_DB00202,디아망 강북본점
서울 도봉구 방학로 252-41 1층,도봉구,베트남음식,(지번) 방학동 466,STORE_DB00203,하노이빈 방학직영점
서울 도봉구 도봉로177길 9 1층,도봉구,"육류,고기",(지번) 도봉동 582-24,STORE_DB00204,원조깡통소갈비살
서울 도봉구 덕릉로59마길 18,도봉구,중화요리,(지번) 창2동 582-65,STORE_DB00205,요리왕
서울 도봉구 노해로69길 15-15,도봉구,한식,(지번) 창동 10,STORE_DB00206,북청식당
서울 도봉구 도봉로 590,도봉구,중식,(지번) 창동 731-102,STORE_DB00207,전설의짬뽕
서울 도봉구 방학로 306,도봉구,커피전문점,(지번) 방학동 596-1,STORE_DB00208,카페에덴
서울 도봉구 방학로2길 20,도봉구,한식,(지번) 방학동 681-40,STORE_DB00209,두만강순대
서울 도봉구 도봉로109길 40 1층,도봉구,도시락,(지번) 쌍문동 123-61,STORE_DB00210,고루모도시락 본점
서울 도봉구 도봉로152길 32 102호,도봉구,떡볶이,(지번) 방학동 719-9,STORE_DB00211,우리할매떡볶이 방학점
서울 도봉구 방학로 196,도봉구,"육류,고기",(지번) 방학동 283-2,STORE_DB00212,하누소갈비살 방학점
서울 도봉구 도당로2길 8 1층,도봉구,닭요리,(지번) 쌍문동 19-19,STORE_DB00213,공릉동닭한마리칼국수 쌍문점
서울 도봉구 도봉산4길 15,도봉구,냉면,(지번) 도봉동 282-309,STORE_DB00214,봉평메밀막국수
서울 도봉구 도봉산4나길 12-10,도봉구,장어,(지번) 도봉동 280-6,STORE_DB00215,갯마을풍천장어
서울 도봉구 도봉로154길 35 1층,도봉구,일식,(지번) 도봉동 623-147,STORE_DB00216,곳간
서울 도봉구 노해로63길 84-6,도봉구,냉면,(지번) 창동 74-6,STORE_DB00217,명가면옥 창동본점
서울 도봉구 도봉로136가길 73 북한산한신휴플러스상가 104동 1층 108호,도봉구,"육류,고기",(지번) 창동 826,STORE_DB00218,제주애육당 창동점
서울 도봉구 도봉로136가길 73,도봉구,"곱창,막창",(지번) 창동 826,STORE_DB00219,명인소곱창 본점
서울 도봉구 마들로 556,도봉구,"육류,고기",(지번) 창동 743-4,STORE_DB00220,일차돌 창동점
서울 도봉구 도봉로 675,도봉구,카페,(지번) 방학동 703-65,STORE_DB00221,이탈리안G
서울 도봉구 도당로11길 10,도봉구,냉면,(지번) 방학동 662-10,STORE_DB00222,창대냉면
서울 도봉구 노해로63길 79,도봉구,"육류,고기",(지번) 창동 134-36,STORE_DB00223,덩어리 창동점
서울 도봉구 도봉로117길 9,도봉구,회,(지번) 쌍문3동 88-27,STORE_DB00224,구룡포 자연산물회막회
서울 도봉구 방학로 174 1층,도봉구,삼겹살,(지번) 방학동 668-32,STORE_DB00225,삼겹식당
서울 도봉구 방학로 283,도봉구,"육류,고기",(지번) 방학동 585,STORE_DB00226,맹호네북청생고기
서울 도봉구 방학로 251,도봉구,"찌개,전골",(지번) 방학동 463-5,STORE_DB00227,예가만두
서울 도봉구 해등로 120,도봉구,치킨,(지번) 창동 296-37,STORE_DB00228,교촌치킨 창동점
서울 도봉구 도봉로 505,도봉구,치킨,(지번) 쌍문동 88-127,STORE_DB00229,교촌치킨 쌍문역점
서울 도봉구 도봉로 468 홍일빌딩 106호,도봉구,카페,(지번) 창동 655-20,STORE_DB00230,공차 쌍문역점
서울 도봉구 도당로 32 성진뉴파크뷰 1층,도봉구,치킨,(지번) 방학동 741,STORE_DB00231,교촌치킨 쌍문1호점
서울 도봉구 노해로69길 21-7,도봉구,참치회,(지번) 창동 12-2,STORE_DB00232,수참치
서울 도봉구 도봉로 483,도봉구,"제과,베이커리",(지번) 쌍문3동 88-106,STORE_DB00233,함스브로트과자점
서울 도봉구 도봉로 775,도봉구,피자,(지번) 도봉동 603-32,STORE_DB00234,도미노피자 도봉점
서울 도봉구 도봉로 604 1층,도봉구,피자,(지번) 창동 731-1,STORE_DB00235,미스터피자 창동점
서울 도봉구 도봉로 496,도봉구,패스트푸드,(지번) 창동 661-38,STORE_DB00236,맘스터치 쌍문역점
"서울 도봉구 도봉로 717 1,2층",도봉구,갈비,(지번) 방학동 654-25,STORE_DB00237,여몽소갈비 도봉점
서울 도봉구 도봉로 669,도봉구,감자탕,(지번) 방학동 680-7,STORE_DB00238,금강산감자탕24시
서울 도봉구 도봉로150길 43,도봉구,"족발,보쌈",(지번) 방학동 716-5,STORE_DB00239,당일왕족발
"서울 도봉구 노해로63길 82 1,2층",도봉구,커피전문점,(지번) 창동 74-7,STORE_DB00240,만랩커피 창동역점
서울 도봉구 도봉로147길 60 1층,도봉구,"제과,베이커리",(지번) 방학동 685-3,STORE_DB00241,에꼴드마카롱
서울 도봉구 노해로38길 7 1층 1호,도봉구,카페,(지번) 쌍문동 724-1,STORE_DB00242,모던타임즈
서울 도봉구 방학로 166,도봉구,"돈까스,우동",(지번) 방학동 665-13,STORE_DB00243,행운돈까스
서울 도봉구 도봉로 704,도봉구,회,(지번) 방학동 705-20,STORE_DB00244,탐나종합어시장 방학역점
"서울 도봉구 도봉로152가길 176 1,2층",도봉구,커피전문점,(지번) 도봉동 92-55,STORE_DB00245,커피스미스 도봉역점
서울 도봉구 덕릉로 398 주공17단지 상가,도봉구,중화요리,(지번) 창동 38-1,STORE_DB00246,천안문
서울 도봉구 도당로 148 1층,도봉구,국밥,(지번) 방학동 704-28,STORE_DB00247,미스터육개장
서울 도봉구 도당로 46 1층,도봉구,떡볶이,(지번) 방학동 671-18,STORE_DB00248,동대문엽기떡볶이 신방학점
서울 도봉구 도봉로 897 1층,도봉구,삼계탕,(지번) 도봉동 561-4,STORE_DB00249,신라삼계탕도가니탕
서울 도봉구 방학로 115,도봉구,"해물,생선",(지번) 방학동 676-3,STORE_DB00250,해소반 방학점
서울 도봉구 해등로 176,도봉구,"제과,베이커리",(지번) 쌍문동 45-15,STORE_DB00251,마카롱작업실 쌍문점
서울 도봉구 삼양로142길 7 1층,도봉구,카페,(지번) 쌍문동 423-94,STORE_DB00252,쌍문동커피
서울 도봉구 방학로 102,도봉구,"육류,고기",(지번) 방학동 680-25,STORE_DB00253,양촌리
서울 도봉구 도봉로 534,도봉구,피자,(지번) 창동 700-33,STORE_DB00254,피자헛 쌍문2호점
서울 도봉구 해등로 83,도봉구,중화요리,(지번) 창동 341,STORE_DB00255,남경
서울 도봉구 삼양로144길 18,도봉구,일식,(지번) 쌍문동 422-80,STORE_DB00256,산책
"서울 도봉구 도봉산4길 16 1, 2층",도봉구,닭요리,(지번) 도봉동 281,STORE_DB00257,춘천명가숯불닭갈비
서울 도봉구 도봉로152길 37 1층,도봉구,"곱창,막창",(지번) 도봉동 622-58,STORE_DB00258,더곱창37번가
서울 도봉구 노해로69길 15 세정빌딩 101~104호,도봉구,갈비,(지번) 창동 10-3,STORE_DB00259,백제갈비촌 본점
서울 도봉구 노해로63다길 6,도봉구,"족발,보쌈",(지번) 창동 135-14,STORE_DB00260,장수보쌈족발
서울 도봉구 덕릉로63가길 60,도봉구,"제과,베이커리",(지번) 창동 593-9,STORE_DB00261,뚜레쥬르 창동대우점
서울 도봉구 노해로 233-1,도봉구,중식,(지번) 쌍문동 85-27,STORE_DB00262,원성반점
서울 도봉구 도당로 46,도봉구,카페,(지번) 방학동 671-18,STORE_DB00263,카미노커피로스터스
서울 도봉구 노해로65길 14-3 2층,도봉구,커피전문점,(지번) 창동 75-1,STORE_DB00264,투썸플레이스 창동이마트점
서울 도봉구 삼양로 538-6 1층 102호,도봉구,일본식라면,(지번) 쌍문동 423-46,STORE_DB00265,양국
서울 도봉구 도봉로114길 22-8 현대타운아파트 149~151호,도봉구,갈비,(지번) 창동 812,STORE_DB00266,짚신매운갈비찜 쌍문점
서울 도봉구 삼양로144길 19 1층,도봉구,카페,(지번) 쌍문동 422-36,STORE_DB00267,컴포트카페
"서울 도봉구 도봉로 468 1층 102호, 102-1호",도봉구,샌드위치,(지번) 창동 655-20,STORE_DB00268,써브웨이 쌍문역점
서울 도봉구 도봉로110나길 34,도봉구,오리,(지번) 창동 657-126,STORE_DB00269,솥뚜껑생생오리
서울 도봉구 노해로63다길 24 동아그린아파트 상가 1층,도봉구,"찌개,전골",(지번) 창동 805,STORE_DB00270,아부찌부대찌개 창동점
서울 도봉구 방학로 172,도봉구,토스트,(지번) 방학동 665-17,STORE_DB00271,이삭토스트 서울방학점
서울 도봉구 해등로16길 55,도봉구,국수,(지번) 창동 288-7,STORE_DB00272,대관령감자옹심이
서울 도봉구 방학로6길 12 1층,도봉구,갈비,(지번) 방학동 690-87,STORE_DB00273,방학골갈비
